rule,degree,sim_final_coop,theory_final_coop,sim_final_state0,theory_final_state0
state_independent,2,0.6379919648170471,0.5960217118263245,0.5,0.4887692928314209
state_independent,3,0.5491362810134888,0.6025360226631165,0.4791666567325592,0.4951431155204773
state_dependent,2,0.6432643532752991,0.6067754030227661,0.75,0.7920082807540894
state_dependent,3,0.6424798369407654,0.6078841090202332,0.8333333134651184,0.7975471019744873
