alpha,final_a1_s1_gap,final_a1_s2_gap,final_s1_gap,final_s2_gap,sim_final_a1_s1,sim_final_a1_s2,sim_final_s1,sim_finite,sim_max_abs_q_mean,sim_max_policy,sim_min_policy,sim_tail_std_a1,sim_theory_rmse_policy,sim_theory_rmse_state,sim_theory_tail_rmse_policy,sim_theory_tail_rmse_state,theory_final_a1_s1,theory_final_a1_s2,theory_final_s1,theory_finite,theory_max_policy,theory_min_policy,theory_tail_std_a1
0.002,0.00026094913482666016,2.0176172256469727e-05,0.024219989776611328,0.024219930171966553,0.6225637793540955,0.377939373254776,0.2849999964237213,True,0.5134838223457336,0.6225637793540955,0.37743622064590454,0.12229988723993301,0.00014325133815873414,0.03599416837096214,0.00021189043764024973,0.02421995997428894,0.6223028302192688,0.37791919708251953,0.30921998620033264,True,0.6223028302192688,0.3776971697807312,0.12216038256883621
0.005,0.0007598400115966797,3.820657730102539e-05,0.02425992488861084,0.02425992488861084,0.6236975789070129,0.37764713168144226,0.2849999964237213,True,0.5339145064353943,0.6237319111824036,0.37626802921295166,0.12301085144281387,0.00042369207949377596,0.03490723669528961,0.0006310962489806116,0.02425992488861084,0.6229377388954163,0.37760892510414124,0.30925992131233215,True,0.6229377388954163,0.3770623207092285,0.12258553504943848
